Age,Gender,TotalCalls,TotalUsage,Churn
30,0,51,101.35102836526299,0
58,0,142,3841.379738997613,0
20,0,190,2005.049098864834,1
56,1,52,4080.6278682697694,0
23,1,90,3541.8649801136316,0
25,1,80,4143.721328642385,0
44,0,103,1428.293347914414,1
26,0,65,925.5436521392263,1
54,1,112,4859.528413258353,0
50,1,30,3586.6389352043475,1
68,0,60,4170.211339633352,1
59,1,191,65.66686854966864,1
61,1,100,1772.308101479433,1
41,1,104,3714.0834528866585,1
32,1,97,389.9141649499166,0
49,1,33,2836.699647844678,0
49,0,182,2145.363837275016,0
41,1,58,88.08253570553649,1
58,1,2,1179.8778855972569,1
69,0,16,1423.959945333571,1
66,0,77,559.2997317316123,0
66,0,45,3157.684548713302,0
69,0,165,1211.989381259445,0
29,1,34,1388.0974980969418,0
56,1,128,4491.192991000737,0
19,1,111,2335.6154634656973,0
20,1,156,1960.6407348463617,0
66,0,131,3619.355191573586,0
54,0,60,4548.068984414561,1
66,1,96,125.18168118721917,1
34,1,144,2241.1942327769825,1
66,1,155,3053.9067803897365,0
19,1,177,1592.815490629948,0
19,0,89,3862.0386106162086,0
45,1,135,4857.3853513513695,1
40,0,161,4717.136831251416,0
54,0,58,1329.9126968997093,1
49,0,17,1131.69139218743,1
50,0,94,4787.452655106105,0
18,1,186,2293.1424371573294,1
36,1,154,1041.4886154234587,0
19,1,15,3534.984818152091,1
61,1,9,1422.101619518958,0
43,0,103,1336.2348753552617,0
49,0,75,4396.2452153889235,0
23,0,149,812.3957668845172,1
49,1,15,321.96473233118195,0
21,0,11,1345.9322008584363,0
28,0,74,3034.727064191019,0
34,0,178,615.4392670163528,0
55,0,128,2357.973361383969,0
41,1,26,3136.685552126599,1
22,0,194,4243.68496296587,1
69,0,11,1149.347956011272,1
51,1,29,4086.731616913947,0
23,1,8,1174.531305656193,0
39,1,52,3383.8327061982027,0
28,0,188,2153.3678574122755,1
65,0,53,573.4062118933508,1
33,0,164,3571.3173141092434,0
50,0,192,1088.813092745089,1
26,1,169,883.1171301229573,1
23,0,48,1791.6146429469159,0
33,0,3,3266.4512237974177,1
46,1,191,1169.9823939531389,0
20,1,78,918.3076939094287,1
37,1,178,49.768128566821666,1
53,0,90,2358.215485508618,1
36,0,199,2143.2278465759136,0
43,0,187,1169.3387181868814,1
20,0,78,268.26082004845375,0
36,0,158,2146.2793729791847,1
37,1,102,3941.0255553581565,0
49,1,110,3576.410656635885,0
24,0,199,4303.974449300851,0
69,0,57,47.91343856577812,1
58,0,81,4832.096584022992,0
50,0,131,1707.0612631372417,1
57,0,21,4951.988980459824,0
56,1,130,1263.0973030088733,0
35,1,78,2357.681937891224,0
57,1,98,1769.6383828765183,0
18,0,174,1778.8035749715132,1
28,0,37,4211.410493741079,1
45,1,160,3732.094698686694,0
42,1,175,4960.75717615024,1
67,0,192,3067.5734135875628,1
40,1,116,2316.2830219725133,0
48,1,25,450.36931473445566,1
47,0,135,4982.8070975692835,1
59,1,49,2757.653264661414,0
52,1,37,3502.387348450709,1
24,1,137,2033.711935956557,0
33,0,41,2738.578540896179,1
43,1,36,4712.8886594644355,0
65,1,153,832.0971896580137,1
69,1,139,1461.862921651273,1
66,0,48,760.2986388901617,1
19,0,141,3961.0795190238737,1
18,1,45,310.2263021091478,1
65,0,162,408.15824925669153,0
29,1,28,1492.4705639368435,1
22,0,11,2570.9409046050564,0
54,0,115,2031.3740027979327,0
49,1,81,224.08155335403634,1
26,1,43,4787.457789354758,0
58,1,193,4764.347601790419,1
52,0,1,1396.7816162037993,1
36,1,186,3657.6280763429077,1
65,0,16,2892.877056916119,1
33,0,137,1187.3834750281203,0
20,1,17,1310.8577587080772,1
37,0,21,2455.7658715522525,1
41,1,82,2096.1847074868006,1
50,0,57,1456.1466411563213,0
41,1,52,4037.5579815257447,0
69,0,0,2407.3145881869245,0
28,0,60,3274.2403119456394,0
66,1,158,946.3675008393774,1
25,0,30,2667.5383125824337,0
53,1,65,1589.8802472331074,0
55,0,146,2632.068051974391,0
57,0,52,3904.1291670546407,0
37,0,94,3844.5660504563084,1
52,1,149,1771.1033901713797,1
65,1,22,3471.3855853981954,0
42,1,142,4706.449751971385,0
52,1,153,3128.3466496245323,1
42,1,130,742.0506169131858,1
46,0,86,3398.5431463954756,1
35,0,147,524.5219317465566,1
63,1,124,4360.552043965135,0
35,0,108,2583.3024790097015,0
19,0,39,1925.7036815578977,1
52,0,120,285.0329732484619,0
33,0,38,1903.9186729605483,0
58,1,119,4516.033339578947,0
53,0,199,104.9149814315159,1
50,1,17,2373.2407889090246,1
21,1,168,4655.790455553111,1
50,0,197,1974.2049988251053,1
31,1,154,2140.878437310752,0
38,0,142,2892.8002759955993,1
65,0,36,2314.6866678859174,1
37,0,185,843.0084561877621,0
25,1,4,92.77769534930202,1
24,1,72,3049.058289893508,0
20,1,134,4604.032935039061,1
34,0,40,531.8206651358281,0
50,0,9,1054.7635962637669,0
65,0,189,1851.1474291248676,0
29,1,153,4043.7111451055985,0
68,0,67,1346.3015823548878,1
39,0,23,4410.272021393842,0
39,1,77,274.78937325033206,0
63,1,168,4704.783106294674,1
47,1,192,2803.7353893688246,0
55,0,144,3293.8883924385227,0
55,0,108,1838.4476126817656,1
62,0,23,3909.9714275553015,1
68,1,154,832.8312504220303,1
25,1,6,244.55912639243516,0
44,1,72,1977.5847155377858,0
44,1,106,4268.478569905197,1
51,0,98,3774.6341831884733,1
38,0,121,2585.77985244479,1
47,0,11,2860.6887358267672,0
50,0,84,649.4641314937771,0
45,0,2,4203.407543087911,1
64,0,78,3934.798414820985,0
50,0,84,3282.3519694347137,0
22,0,9,2330.9551816446924,0
65,1,32,4822.296341397562,1
36,1,45,4395.1598593823555,1
21,0,58,3222.152467573093,0
52,1,51,1859.0049885864396,1
66,0,5,3090.111393407562,0
34,0,129,2877.204632653327,0
61,1,28,1971.209939174582,1
45,0,118,1533.3698584403805,1
47,0,167,2035.053961186612,1
46,0,96,2869.557030166989,0
63,0,188,2140.674223555472,1
23,0,195,1317.8724410069192,0
52,0,67,3804.8165888040435,0
58,0,156,2657.3374797870647,0
54,1,189,338.3758161279998,0
41,1,59,1841.5825281306275,0
46,0,123,4424.567286059968,1
66,1,83,3776.18265599976,0
63,0,40,1616.2339197200354,0
48,0,112,4690.915760222545,1
52,0,64,383.01454179105076,0
50,0,191,4806.173519460945,1
69,1,78,1228.5254624233783,0
38,1,62,45.47090151209632,1
49,1,175,2169.0401825916338,1
40,1,147,1794.8521484350433,1
50,0,117,2695.445026033969,1
20,1,36,3983.864302849227,1
35,0,63,4212.154010752235,0
42,0,85,2006.149998058459,1
59,1,132,2149.228718531751,1
48,0,33,740.8886516473684,1
20,1,38,237.73804440581748,0
57,1,66,3206.0749511751237,1
63,1,61,322.1881277634614,0
41,1,87,3669.1505971072797,0
67,1,151,2695.4507251112377,1
49,0,130,992.914891130417,0
64,1,108,2697.614717563248,0
39,1,198,914.9885830104943,0
40,0,88,2193.68603755206,0
19,1,66,3997.8015812111444,0
44,1,78,2309.596467053187,1
59,0,177,743.4965914877412,0
19,0,28,3619.1434091147257,0
43,1,73,933.8420813500442,0
34,0,31,3692.749371850547,0
57,1,86,2396.7614460791665,0
50,0,38,2268.708795471508,1
26,1,136,4257.1751892873735,0
60,1,100,3543.0176217033436,0
65,1,141,164.5539847746963,0
56,0,67,1480.8715730080119,1
46,1,191,4354.603304249493,1
59,0,147,91.6308427259932,1
43,1,27,2726.267231309852,0
52,1,13,3639.1283458697194,0
67,1,171,3109.2804274228793,0
42,1,76,3802.661010522182,0
41,1,115,3628.459244573729,0
30,0,166,3460.153475765567,0
24,0,27,4107.6993046282605,0
53,0,191,3228.453342247692,0
62,1,88,2012.0924712849103,0
37,1,31,2359.545549572938,0
18,0,136,3583.623913407253,0
25,1,155,4381.53014833397,1
63,1,94,1361.0940041988783,1
33,1,16,1710.3839798553538,1
31,0,116,4653.696981812063,1
29,0,76,2892.558962047227,0
68,0,54,894.8090856750051,1
40,0,9,3318.4756945619138,1
32,0,79,4953.810777696898,1
45,1,133,4117.267822352001,1
51,1,175,3728.7056827570136,1
19,1,115,1040.233271331346,0
49,1,194,4380.698923420036,1
40,0,168,2628.944217677732,1
39,0,78,4446.450110359778,0
68,1,59,1649.1391471243967,1
42,0,41,310.2552631771638,0
39,1,115,2379.8798432987305,0
39,1,108,1349.1880240893884,0
66,1,70,3576.146448881491,0
69,1,155,4785.532764280162,1
59,0,101,3454.8707557578196,1
23,1,12,4434.669648546017,0
32,0,14,2265.120068006032,1
60,1,35,3858.2036859765085,0
54,1,14,4215.217183358517,1
50,1,116,3554.378137917712,1
25,1,74,2538.886430347823,0
61,0,55,3129.3305480768404,1
61,1,94,3502.5349783944016,0
22,0,131,1265.4220161071344,0
56,1,51,4047.8963045749238,1
21,1,137,4751.6226948363665,1
23,1,172,2326.19657589968,0
62,0,83,3505.3359155493868,0
49,1,28,3685.1295289517698,1
69,1,52,3311.2377376074014,1
47,1,156,2735.5755416431775,1
64,1,150,4408.239772874053,1
52,1,184,2244.633546344472,0
57,0,177,305.5147824330179,1
69,0,20,4222.7818785608015,1
33,1,111,3369.9063615827536,0
30,1,170,4246.293132498233,1
67,0,137,692.7372122234715,0
59,1,75,153.76470254858165,0
47,0,29,4671.872701912506,1
36,1,124,738.6415292528715,1
34,1,50,4048.2616603522592,0
36,0,160,4116.049710903179,0
45,1,145,3543.526002745015,1
43,0,77,656.3110554643548,0
54,0,21,3336.9931228040377,0
43,0,63,4445.432916634328,0
40,1,20,2127.6582240044163,0
26,0,128,2067.5842718929944,0
29,0,106,2214.2915478970954,0
18,1,115,411.3594533810322,0
18,1,123,4460.127845149867,1
64,1,142,4345.914319902552,0
51,1,35,4989.546608951431,1
49,1,46,2925.915707492067,0
65,1,181,3755.958182256929,1
42,0,31,1013.3595315365235,0
57,1,185,3337.644091120848,1
62,0,173,3248.664243786953,1
18,1,53,4506.043679208062,1
33,0,160,4153.963614195371,1
56,0,166,4692.332313088816,0
22,1,22,4344.167363508038,0
39,1,170,4343.46947449426,0
46,0,182,318.61663344359135,0
20,1,1,4229.80976347978,1
29,1,193,3037.3919725155906,0
43,0,165,1902.222258829806,0
33,0,156,282.5731219403116,0
68,0,109,3388.3688738402334,0
54,1,123,1641.0087526880873,1
39,1,66,2338.881324930174,0
46,1,70,3408.6421852756716,0
31,1,163,4558.872735120714,1
45,0,28,4127.184578024992,1
22,1,118,2252.9856455179993,0
64,0,164,1938.9157872318947,1
66,1,112,1198.8986942202373,0
47,1,44,1862.1337558798411,0
63,0,15,555.2319364594915,0
69,1,30,4855.5275418237725,0
22,1,161,2869.5872197978942,1
29,0,49,639.0292139760645,1
33,1,192,1764.030046329529,1
43,0,121,2735.19571810328,1
43,0,189,2664.428183204348,0
65,0,170,177.51684359316178,1
38,0,183,4754.205171145557,1
56,1,14,1376.878407374723,0
53,1,175,80.92334465945595,0
50,1,48,382.22004475141233,1
47,0,171,2900.974516239885,0
54,1,9,688.9276033754843,0
40,1,19,208.62396426751639,0
27,1,69,1898.1323320635568,1
22,1,7,3113.8059617009426,1
53,0,172,559.1990242080619,1
51,0,33,1566.6391607565777,0
69,1,178,2088.803358122711,1
48,0,3,797.3004889338358,0
27,1,107,2530.3694923335506,1
36,1,166,426.07043450885453,0
49,1,23,232.5924817253433,0
18,0,54,2599.176835775674,1
22,1,25,1239.4848637543782,1
62,0,24,476.8690394901376,1
21,0,35,2119.5629374381615,1
33,1,70,4575.703697586973,0
41,0,185,3620.9622332707745,1
33,0,11,4078.079576735138,0
19,1,128,4359.569943793183,0
66,0,115,4863.138706982095,1
45,0,177,3816.232867570865,0
49,1,152,3042.039609697398,1
44,1,132,1827.129401511236,1
37,0,82,908.2161827885805,1
41,1,195,3433.2993699164717,0
29,1,5,4974.749930609709,1
67,0,25,2336.7934230945953,1
52,0,112,3618.396840464038,0
50,1,102,2475.4622499657808,1
50,0,119,2159.667116817383,1
68,1,182,2051.5280677995756,0
60,1,166,2523.123414658488,1
54,0,8,1834.4783093268752,0
29,0,44,3743.866609109039,0
20,1,13,4371.360132957583,0
18,1,111,4414.426533225921,0
50,1,54,1138.4935671291296,0
57,1,136,4479.545693657454,0
27,0,14,1707.7561592755253,0
60,1,36,1546.5383274264882,0
61,0,177,3633.7802869911793,0
46,0,126,1523.481700431447,1
30,1,116,264.83202804855057,1
29,0,83,1868.08886155154,1
48,0,71,3607.3280017917446,0
63,1,95,1634.7921013508826,0
19,0,110,3147.7952799757327,0
68,0,148,3300.597221315652,1
67,1,184,3668.680058631781,1
52,1,104,4485.652331554682,1
40,1,146,2162.822496342157,0
34,1,57,832.1603833122854,0
43,1,94,1594.628577159447,1
25,1,117,2160.8362758699295,1
46,1,5,3569.4573466405654,0
43,0,3,65.61062780816751,1
27,0,42,1578.9269171993947,1
43,1,92,3899.212905096584,0
51,0,41,3354.288516653477,1
68,0,2,3658.699867928026,0
58,1,128,4059.0538471959735,0
24,0,182,3916.178594389811,0
21,1,14,3410.9158307638904,1
67,0,46,2198.307661852953,0
62,1,84,4917.99164439077,0
28,0,173,2845.3659779503687,0
46,0,57,1013.8460468441957,1
53,0,198,1464.0642755239219,1
42,1,38,3467.8122798523495,1
38,0,130,4623.6978259973175,0
53,0,157,893.6006460294876,1
27,1,34,411.7324787289317,1
54,1,184,4407.655240210031,1
26,0,156,4576.389894564172,1
41,0,177,1381.8967265794975,0
52,0,189,1886.4286218561992,0
66,0,51,3300.939987489292,0
52,1,117,1649.6501042123741,0
65,0,13,4385.793541350265,0
53,0,162,537.8935135693135,0
35,1,155,189.91110480097606,1
66,0,185,1042.4310337139475,1
56,0,29,1430.438891024845,1
49,0,89,564.6329564443753,1
41,1,134,328.45214670323367,0
40,1,166,3778.038567508991,0
49,0,94,821.3828295112868,1
54,0,68,4569.61099533152,1
29,1,162,1839.9983072404802,0
66,0,126,3353.029048606727,1
30,0,51,1127.010573844001,1
40,1,141,1201.6138424593341,1
42,1,62,2873.5460143378764,0
52,1,35,2803.2146257299305,0
58,0,90,3843.6461400604067,0
47,0,151,3789.06652847133,1
34,0,167,3353.4388233183054,0
66,0,156,2245.652829467455,1
37,1,52,4453.201931403086,1
65,0,108,3112.892451106494,0
42,0,149,4950.992452311786,0
39,1,71,4096.849089671793,0
30,1,14,221.5490561916311,0
36,0,112,1602.969535401589,0
66,1,68,2859.3785823547587,0
53,1,115,3607.3476893574357,0
29,0,191,2751.6824888097076,1
58,0,3,3930.652112310909,0
36,0,74,1413.278263786723,1
29,0,145,919.5602561641252,0
26,1,41,269.5834189488505,1
24,1,29,2866.5687228576103,1
45,0,142,3442.997603377476,0
31,0,69,1630.748585596808,0
48,1,182,3067.920924279383,0
69,0,180,260.7861542666462,1
36,0,15,496.4667314840182,0
64,0,110,3508.773861292492,0
33,0,103,1840.3485260864938,1
22,1,106,3356.670155515028,1
52,0,122,4158.60560139959,1
29,1,161,4263.112187380584,1
42,0,26,860.8382273222547,1
69,0,12,2431.4278617567325,1
38,1,154,3669.6336181624324,1
53,0,72,3869.902981334552,1
40,1,196,3923.379903644388,0
33,0,85,1140.8366719029223,0
56,0,30,962.6740886188667,1
62,0,2,2950.0623413684793,1
59,0,29,3705.4289886910983,1
56,0,148,1595.6975776709664,1
31,1,98,523.5257843121077,1
48,1,133,3583.7319145503875,0
22,0,159,1498.4891569000224,1
52,0,169,831.8136215586092,1
40,1,189,738.6176419856582,0
46,1,159,1574.5477376335814,1
60,0,98,2963.3903295687273,1
28,0,85,1792.011193469083,0
35,1,166,103.30925796715795,1
64,0,63,484.5421733890554,1
29,1,117,1452.5162359930955,1
26,0,157,3298.5224107354593,0
27,1,190,492.57536734266915,1
61,1,113,2803.2842675034094,1
34,0,158,599.4293541200213,0
55,1,86,1058.0766367469075,0
24,0,39,860.9426377788137,1
63,0,160,336.14317785405245,1
30,0,190,3356.6490869329514,1
57,0,24,2317.0177369301728,1
59,1,163,4155.267204486691,1
26,0,151,494.4541999115848,1
67,0,94,723.6646666903612,1
44,0,185,1532.288656752253,0
19,0,166,3829.3299346940407,0
22,1,45,1528.794115778494,1
46,0,137,2042.093537493463,0
54,1,31,1508.0178314858229,1
55,1,96,401.12145900514986,1
36,1,163,4697.168114480937,1
25,0,155,2742.694960355944,1
65,0,143,3939.165940927484,0
62,0,15,3291.78546092648,1
18,0,17,2571.2713953098755,1
39,1,135,448.3912832969006,1
69,1,74,3213.6677263515217,1
34,0,197,776.8517796841606,0
24,0,0,2071.915846781383,1
42,0,189,3145.5657174021517,0
62,0,124,3911.145002360617,0
21,0,37,3425.2258785430977,1
53,0,44,3357.667645273144,1
23,0,185,745.2110458760375,1
48,1,80,1730.6427003579395,0
36,1,128,214.56136330097075,0
61,1,31,3597.3844658823227,1
56,1,135,4762.9299065870955,1
44,0,117,1320.551950895379,0
27,0,39,438.4835458115466,1
43,0,183,2377.850383768268,0
36,0,190,4283.491115637844,0
56,0,73,2759.8709763588986,0
20,1,110,233.88575095056652,0
62,0,102,4871.36120263973,1
30,1,102,4143.249549813004,1
67,0,73,657.9703852575508,0
45,1,163,4608.988782517545,1
37,0,113,2253.441443025943,0
45,1,122,1859.489952874706,1
25,0,56,2305.266652635941,0
58,0,73,4172.859784354736,1
56,0,82,3297.3983914339287,1
18,0,172,296.2422619986377,0
20,1,78,4788.021855580854,1
30,0,129,738.9206673915888,0
45,1,92,3727.8397586767555,1
66,0,195,3180.682652140655,0
42,1,49,937.6402397328043,1
50,0,28,853.6603805652481,1
55,0,80,4351.637968523461,0
23,1,9,2098.4746174979855,0
61,0,154,3272.8825708706927,1
62,0,116,2520.3550192833663,1
49,1,142,3636.7675853797978,0
62,0,59,2396.2118751966527,0
64,1,158,1436.899576277842,0
38,0,148,1816.9168549824822,0
33,1,59,4295.388472251713,1
38,1,57,2340.173464613635,1
28,1,168,1067.2466612230464,1
54,1,173,4673.026940386266,1
53,0,44,3983.0022824918847,1
52,0,123,278.3307302809956,1
36,1,25,4994.714809902589,0
37,0,101,3474.6334822005115,1
35,0,50,801.3329952029346,0
64,0,163,1185.8384064929821,0
58,1,51,3462.2274062077345,0
66,0,50,3898.80527639561,0
31,0,130,1195.1797157490307,1
32,1,13,1284.8442694963542,0
48,0,176,1535.6034743603043,0
18,1,0,2990.0918241831837,1
20,1,184,859.0808915063847,0
33,1,144,521.2159944238875,0
40,0,177,3394.320445427568,1
28,0,13,3895.4896989658505,0
29,1,186,2504.647022082527,1
27,1,80,1819.163551341927,1
49,1,2,2160.213567632382,1
33,1,97,1942.0391693597594,1
25,1,39,4799.924541188376,1
55,1,88,3840.449526095701,0
29,0,124,1040.4360742505514,1
41,1,193,1920.9457602699003,1
45,1,161,2720.061456815549,1
25,1,94,3064.9293103184423,1
45,0,8,2340.9194801438352,1
53,0,93,4050.6331750597956,0
43,0,83,3838.0300972911587,0
25,0,20,2525.7895931408334,1
67,1,24,4272.1469339086525,0
45,0,101,3755.4476522119294,1
45,1,121,3892.9092436032165,1
54,1,171,4782.003897167083,1
58,1,24,1332.3347060460133,0
53,1,136,1338.240811834246,1
44,1,102,4444.7612784532,1
34,1,189,3861.1318669283974,0
26,0,153,4632.727707178137,1
50,0,56,315.6508016222653,0
37,0,36,3138.7853863079827,0
30,0,15,723.1416906172373,1
45,0,36,2519.4859914629133,0
65,1,75,778.7346592672212,1
46,0,151,640.3925449243964,0
30,0,25,60.84172691016576,0
63,0,19,3151.1940619145216,0
52,1,136,1795.1130834504304,1
23,1,102,525.9414243948585,0
35,1,28,1614.1888886565491,1
68,0,30,844.7204572579247,1
22,0,18,4708.474157508297,1
64,0,147,1600.0244288067406,0
42,0,26,1669.7676164469494,0
19,0,93,4199.290016997928,1
27,1,84,3238.778806430021,1
47,0,43,3550.8580370150066,1
67,1,162,3180.0090199448027,1
62,0,112,4730.981419742827,1
22,1,198,1035.004157790226,1
50,1,149,4945.196208778979,0
18,1,73,4154.7808877825655,1
35,1,86,2944.862944381711,1
49,0,142,3311.858121981245,1
64,0,93,3244.1293825030702,1
66,0,97,291.98112029576953,0
28,1,140,1090.0824926596931,0
38,0,131,4807.354422623745,1
43,0,55,2671.8221442968966,1
42,0,150,1891.7680163095602,1
39,0,96,3810.192316945375,0
44,1,97,2622.594713279048,0
66,1,33,65.81385715948795,0
30,0,99,3681.1879835755894,1
50,0,144,3661.0878002643067,0
51,0,155,825.743560549872,1
58,1,13,4783.300442121067,1
52,1,161,1119.5406577055717,1
18,1,111,2288.7468369109965,1
38,0,74,573.6798063045734,1
65,1,184,3016.411597252942,0
23,1,96,1877.2556002860624,0
45,1,120,1765.8673110485274,0
34,1,54,4134.884386104736,1
22,1,193,47.808564252391214,0
48,0,116,3989.7338544621125,1
22,0,92,2857.242828740393,1
55,0,36,4930.4925674009955,1
20,0,195,2947.216103021245,0
40,1,25,276.8956707397896,0
54,0,188,253.2266322186316,0
54,0,66,4415.764931859159,0
27,0,83,4206.070727555266,1
27,1,179,1729.4503779101162,1
36,0,17,3090.162420905686,1
34,1,180,2447.9567852780015,1
38,1,190,4835.820275680261,1
31,1,180,4749.804504384458,0
26,0,26,4919.195042703873,0
63,1,30,4332.243903171321,1
18,0,105,4547.757953875506,1
68,0,128,1086.393893835682,1
62,0,5,4155.033944948873,1
30,1,10,3544.2855660213736,1
21,1,161,4813.932544140351,0
18,0,190,2856.309142213097,1
