Age,Gender,TotalCalls,TotalUsage,Churn
46,1,49,4909.845952230727,0
53,0,198,1049.2099742820471,1
30,0,130,4125.653338330576,0
49,0,92,2601.4828845932702,0
24,1,191,1867.3129807208672,1
68,1,171,611.8837866258897,1
39,1,180,3677.528032437688,1
45,1,23,1179.2879957184355,0
19,1,59,1857.1100093652287,0
59,0,121,312.7111344868422,0
62,1,130,4006.834579097595,1
23,0,147,3832.942619858217,0
45,0,45,3668.079150211562,1
45,0,14,1497.2175524594334,0
61,1,152,867.4003713297863,1
61,1,198,3187.7663223511486,0
37,1,16,2480.8319205660973,0
47,0,125,891.2623345232079,0
28,0,83,3429.5563552493186,1
45,0,8,4955.632159106518,1
42,0,165,3736.0979387101884,0
56,0,175,3699.931933428059,0
50,0,187,4751.5637646529585,0
18,1,62,1014.681837874511,1
44,1,116,2827.749824607202,0
69,1,129,4898.233575169417,0
30,1,87,826.4705548508728,0
58,0,71,3501.259797222605,0
20,0,138,2929.05072985951,1
56,1,63,2932.395460943535,1
23,0,71,3488.3531376003757,0
25,1,20,4648.084614378421,0
44,1,17,3912.9096992566897,1
26,1,63,280.68051708105,1
54,0,81,4263.640099378556,0
50,1,109,1127.7066496286632,1
68,1,94,1884.5708236818598,1
59,1,165,2308.6640680619107,0
61,0,31,2404.5300037653483,1
41,0,10,2175.901996276784,1
32,1,44,4686.766471079322,0
49,0,32,3530.095038320123,0
49,0,101,3155.853229783532,1
41,0,168,249.21013891470778,0
58,0,135,4519.566651301873,1
69,0,10,4546.9509600419815,0
66,0,178,3901.0653171505114,1
66,0,87,35.14601906809578,0
69,0,40,286.4012553881168,1
29,0,144,1126.1185113424488,1
56,0,75,656.7470407245335,1
19,1,120,1994.1801485186472,0
20,1,45,4613.115290438948,0
66,0,159,2360.3021709849913,1
54,1,79,67.01313216082805,1
66,1,53,1413.72844789381,0
34,0,85,222.9745418648077,0
66,0,91,181.43811306751078,0
19,0,147,1378.5992654777613,0
19,1,160,1378.0616933947272,0
45,1,167,3935.63301300802,0
40,0,159,4874.17326390556,1
54,0,96,1856.0354694499915,0
49,0,1,2144.434394305193,1
50,1,32,4223.947181430107,0
18,1,157,1340.695100477567,0
36,1,160,781.9090220172397,1
19,1,76,4265.448117018253,1
61,0,115,232.50293220032748,0
43,0,153,3098.4972009970784,1
49,0,149,2809.964237334034,1
23,0,102,1729.6022375084713,1
49,1,193,1575.9476054867948,1
21,1,165,3859.2886309081064,0
28,0,102,432.1230538127324,1
34,0,89,1183.9215465569268,0
55,1,173,3662.243659190449,0
41,0,121,2741.602918632121,0
22,1,142,639.9410426679319,0
69,0,105,4410.678071410301,1
51,0,118,1967.2392328179578,1
23,0,171,4139.341876610864,0
39,0,48,3938.5650776385432,0
28,0,103,3122.1272323586404,0
65,0,60,2472.4056564754646,0
33,0,194,4897.754201908784,1
50,1,122,724.8253618990852,0
26,1,133,3625.778637755574,1
23,1,8,955.953507323945,0
33,1,5,1691.3155266617418,0
46,1,72,1543.4937168659762,0
20,0,102,4735.1799386936145,0
37,0,159,4836.780888941376,1
53,1,40,915.0772211736357,1
36,0,113,110.17580148752093,1
43,1,7,3600.0401983155657,0
20,1,71,2089.9496693524216,0
36,0,177,444.2012254378219,1
37,0,91,3418.7705278852127,1
49,0,61,2725.5276413034985,0
24,1,83,4902.58411000553,0
69,0,61,1137.0474793068947,1
58,1,110,2019.8893816327413,0
50,1,126,2712.7290169771145,0
57,1,6,3958.4999422667584,1
56,0,83,2744.1932836002934,0
35,0,131,3064.500804309746,1
57,1,133,1130.7352579497037,0
18,0,57,4234.593640442799,1
28,0,21,2143.1527348523787,0
45,0,153,704.7981376088463,1
42,1,126,3320.939572527087,1
67,1,2,1080.4522659265376,1
40,0,126,487.8125511964987,1
48,1,40,4309.934542021361,0
47,0,187,2300.811322442198,0
59,0,105,3746.4185634788823,1
52,0,13,1452.9377990317755,0
24,0,11,3934.8506745883315,0
33,1,86,559.6796351076516,0
43,1,11,1779.8668689742635,0
65,1,140,4890.309089867643,0
69,0,24,3969.9485818400303,1
66,0,44,2486.279651573441,1
19,0,121,1698.8873578094256,1
18,1,146,4360.678500112383,1
65,0,54,2724.2387954225783,0
29,1,99,3792.1250893455554,0
22,1,172,3770.5384015808204,1
54,1,135,89.72839284245914,0
49,1,118,631.2689139630672,0
26,1,52,3298.146831973711,1
58,1,182,808.0990564293572,0
52,0,31,1277.4667232780234,1
36,0,50,4733.189770998036,1
65,1,43,2800.9112918745595,0
33,1,81,3753.647534996736,0
20,0,197,2789.9036939131993,1
37,1,145,2762.568073913626,1
41,1,149,470.75955062848954,0
50,0,36,1718.3159630455152,1
41,1,95,1412.1544934325586,1
69,1,55,1953.6418280680662,1
28,1,104,3991.7209411216413,0
66,0,58,1859.6633395843244,1
25,0,130,2258.4840961584136,0
53,0,155,1986.9069524265826,1
55,1,34,467.039859876478,0
57,1,188,2205.3607912539187,1
37,0,92,978.0463652225751,0
52,1,181,933.6164788652073,0
65,1,190,470.18052217133175,0
42,1,96,1783.3548707088237,1
52,1,134,3787.409423947087,1
42,1,75,1382.2084529169804,1
46,0,48,1561.7455094275679,0
35,1,93,3213.373288362118,1
63,0,158,979.2040629345944,0
35,1,185,4484.789652117672,1
19,0,188,2600.952616257772,0
52,1,23,2238.0147016010847,0
33,0,147,2789.100959646007,0
58,1,36,830.1715670809773,1
53,0,3,3067.3656931958817,1
50,1,107,1815.5036831700522,1
21,0,125,4485.931704823094,0
50,1,19,844.2710333884306,0
31,0,187,2535.255519327205,1
38,0,151,2990.56314684509,1
65,1,49,166.91800893190612,1
37,1,176,1818.4656237807012,0
25,0,178,3663.176173504164,0
24,1,95,4101.8875372448665,0
20,0,104,1565.8099740864118,0
34,0,163,3992.9663619137564,0
50,0,116,4838.779385516944,1
65,1,97,4284.36968037547,0
29,0,65,588.219940796626,0
68,0,78,3698.651660427703,0
39,1,161,1598.3341622027235,0
39,1,163,4942.079947060382,0
63,1,5,2426.794915799436,1
47,1,38,612.1694917947051,0
55,0,169,3625.927740136954,0
55,0,114,1615.0559919310692,0
62,0,185,4985.390785408308,1
68,0,124,4898.912289272609,1
25,1,11,3280.6700901029035,1
44,0,130,649.1322447585878,0
44,0,17,3434.3049883751455,1
51,1,39,465.152432300136,0
38,0,20,146.8207955119616,0
47,0,142,4114.79223110743,1
50,0,98,1048.7647384184068,0
45,0,25,1895.135631095487,0
64,0,7,4867.286949880866,0
50,0,99,1684.2025093055163,1
22,1,86,1482.4489064165764,0
65,1,41,4591.039998113876,0
36,0,171,553.7422265947905,1
21,0,13,3797.912050573159,0
52,1,77,4940.32783326387,0
66,0,1,4506.480053873244,1
34,0,118,3258.3395935321296,0
61,0,36,1570.3039749636598,0
45,1,68,1271.6099058915836,0
47,0,165,4096.275524357306,0
46,1,40,4399.109569758476,0
63,0,61,2627.1745627284645,1
23,1,59,1221.6997039323307,1
52,1,124,564.7160420558678,1
58,0,110,435.8973391591559,1
54,1,13,3595.387236769278,0
41,0,83,2100.5936392386247,0
46,1,129,4526.799371389352,0
66,0,69,3698.356503633818,0
63,0,144,956.3020895729335,0
48,1,122,3068.887094078495,1
52,0,88,2177.5272719907966,1
50,0,27,2886.2486538430653,0
69,1,65,3690.3456166925857,0
38,0,162,4030.979405018954,0
49,0,4,4218.686632033621,1
40,1,192,1269.8743728601237,0
50,1,167,155.57799958678842,0
20,0,183,3696.473675823866,0
35,0,163,531.718631278873,1
42,1,44,1574.5979430648383,0
59,1,150,19.085670621735716,1
48,0,46,3408.3474120081005,1
20,1,30,835.6600573561062,1
57,0,138,3276.412048458291,1
63,0,9,4958.713085839194,1
41,0,194,363.35435805008143,1
67,0,117,385.39005975730345,0
49,0,13,1701.9004633333745,0
64,1,79,4331.932571256711,0
39,1,92,1077.6493439566593,1
40,1,9,1801.8890996517378,0
19,1,75,342.52703313489786,1
44,0,93,3815.7764562944467,1
59,0,104,2041.5317137972554,1
19,0,0,3796.243665304214,0
43,0,132,4518.039221733976,1
34,1,19,1163.8157355064438,1
57,0,7,4036.980151699757,0
50,0,170,295.4694503912664,0
26,1,0,4494.236940901236,1
60,1,56,3253.842737793737,1
65,1,63,4371.133620691758,0
56,1,117,0.9419977829094872,0
46,0,27,845.4053517799625,0
59,0,120,1948.7969371324605,1
43,1,106,1897.514516873593,0
52,0,164,1133.6519146175533,0
67,0,174,1908.0596993360004,0
42,0,164,644.2435600012741,1
41,1,48,2063.80564633013,0
30,0,119,4011.771645796321,0
24,1,43,2395.350315516756,0
53,0,55,90.00044472607493,0
62,0,155,2107.2202078962373,0
37,0,110,135.8750804542208,1
18,1,133,4831.217053533991,1
25,0,107,637.2697971143448,1
63,1,188,3538.4416316530937,0
33,1,147,4863.881614460429,1
31,1,113,4130.195258332859,1
29,0,77,3496.5768756310185,1
68,0,129,4197.304547503834,0
40,0,36,4908.993466303138,0
32,0,19,3106.722486267648,1
45,1,25,2795.9240341466325,1
51,1,28,3141.190552316407,0
19,1,0,2663.379433807775,0
49,0,118,3175.445529548594,1
40,1,34,2249.211039862796,0
39,0,197,1092.2159144165355,1
68,1,58,601.2361325583781,0
42,0,68,341.70467766130196,1
39,0,160,1316.5789187660005,1
39,1,178,230.61782167866917,0
66,1,11,2835.853899596928,1
69,1,19,1419.1422351176013,1
59,1,180,4122.674040435161,1
23,0,42,371.2043649419322,0
32,1,125,1131.7574717074297,0
60,1,49,3651.2307354507293,0
54,1,28,2994.041481917457,1
50,0,184,322.4563562458377,0
25,0,38,4386.197285811002,1
61,1,183,4386.308814130897,1
61,0,170,1652.0400193788691,0
22,1,177,1702.0292167478235,0
56,0,150,4945.14179175087,1
21,0,171,3130.880857965691,1
23,0,37,2656.5826028402957,0
62,0,83,4190.760917759622,0
49,1,150,1426.4516917865822,0
69,1,127,2145.9129669817844,1
47,1,125,1338.8833774416707,1
64,0,44,3945.804232943657,1
52,1,51,2866.74672817609,1
57,1,79,3294.1253507003526,1
69,1,177,1261.5362491970327,0
33,0,123,1101.1265068865755,0
30,0,118,2441.8731449146935,1
67,0,7,3687.828745464134,1
59,1,84,2626.1987876008006,0
47,1,128,163.22838772834302,0
36,1,7,4342.757531601444,0
34,0,156,323.43446757565783,0
36,0,95,4779.122418603762,1
45,1,101,125.70979138636362,0
43,0,4,3472.252280653544,1
54,0,85,411.0353185589083,0
43,0,174,4553.3828971756975,0
40,0,33,2322.166181127714,0
26,1,192,687.618874085077,1
29,0,54,1704.078498949233,1
18,0,118,824.1233767338102,0
18,0,170,852.90955778545,1
64,0,157,4740.541600857211,1
51,1,113,2226.230561423941,0
49,1,144,3944.0113195267977,0
65,0,25,3198.027805888409,1
42,0,135,3382.1318116919615,1
57,0,46,658.4671923601926,1
62,0,112,1170.9222340774284,0
18,0,75,3933.7516757721846,0
33,0,71,4853.831032373915,1
56,1,88,1313.3782129932586,0
22,0,45,1357.8438237551993,0
39,1,195,2364.485664054524,1
46,1,32,4919.201564277189,1
20,0,0,1344.7947291323553,0
29,1,146,2034.8595481713194,0
43,1,30,4457.400078117534,1
33,1,141,14.605163106810037,0
68,1,52,198.82982494284772,0
54,1,47,3020.3583853560963,1
39,1,68,4536.900823564235,1
46,0,104,1194.2833020096382,0
31,1,89,2348.208873403545,0
45,1,189,2252.3265082890916,0
22,1,193,2364.8567304775506,1
64,0,191,3112.598478648726,0
66,1,197,2348.718814953419,0
47,0,62,2237.340706612289,1
63,1,72,2371.4421021563026,1
69,0,160,2954.3372063552074,0
22,0,168,2685.037441756792,1
29,1,88,4270.679988252521,1
33,1,175,247.4842674683331,0
43,0,12,4166.585357365062,1
43,1,72,4219.62306305862,1
65,0,76,1424.5401076548042,0
38,0,158,2314.2597750792534,1
56,0,67,2192.6924426871774,0
53,0,97,1092.5491717706516,0
50,0,124,1983.9842354315824,1
47,1,101,221.93886085427218,1
54,0,131,1389.110363908672,1
40,0,101,4083.4108772535906,0
27,1,18,1422.8115088144878,1
22,0,197,4091.033343741238,0
53,1,81,2657.9973230221544,1
51,1,140,4399.3133868058,1
69,1,22,2873.897771322076,1
48,0,82,148.34111532369909,0
27,0,108,3377.101037735446,1
36,0,74,224.2678401178433,1
49,1,128,2252.98509491567,0
18,0,87,4647.13347236557,0
22,1,53,826.0196966892508,1
62,0,198,1949.3617647077206,1
21,1,88,3649.301544242392,1
33,0,142,4411.292780474238,0
41,0,64,3354.7150237125393,0
33,0,75,1290.866270955846,0
19,1,198,3373.0392645810807,0
66,1,142,1483.63820552045,1
45,0,148,3592.1461490936763,0
49,0,146,4770.165637925203,0
44,1,59,3606.9672555314414,0
37,1,92,4314.402514562062,1
41,1,160,10.519215879417064,1
29,0,48,3587.8606236579717,0
67,1,34,4147.937784326252,0
52,0,171,202.79368772340712,1
50,1,101,4357.988636441153,1
50,0,10,1283.4711415502293,1
68,1,98,3326.460509890276,1
60,1,199,4001.7743951170332,1
54,1,109,3313.322565296777,1
29,1,73,461.42396036628617,1
20,1,193,2981.607594301842,1
18,0,173,2747.918283610718,0
50,1,8,4501.606340371358,0
57,1,2,2021.198648221046,0
27,1,84,1605.4054854352507,0
60,0,25,3749.253822182331,0
61,1,71,2063.376630416983,0
46,0,47,3230.480875025315,1
30,1,193,3232.250450623035,1
29,1,197,4440.195321800589,0
48,0,155,2993.4620115954867,0
63,1,116,2510.7680498099344,1
19,0,153,694.356631982585,1
68,0,152,578.6880333935268,1
67,1,11,771.607826415397,0
52,0,132,859.2424066354725,1
40,1,47,3189.3854633181695,0
34,1,36,3704.9062513728927,0
43,0,43,2649.9576146320937,1
25,0,14,4145.088662727455,1
46,0,42,4956.316133668166,0
43,0,175,4100.0631455967805,1
27,1,86,3474.411868379796,1
43,1,69,2662.463497185733,0
51,0,45,2244.265358373541,1
68,1,107,421.9619027227117,0
58,1,122,1996.8437419734546,0
24,1,170,4550.6731839106715,1
21,1,20,4040.1131495327645,0
67,0,150,1080.256825058436,0
62,0,106,2333.0389234860795,1
28,1,79,4083.616012792723,1
46,0,46,336.9227739276126,1
53,0,116,1936.9629283432964,0
42,0,123,4259.206184369738,0
38,1,142,2019.4893208506187,1
53,1,24,388.0732236572043,0
27,1,35,2712.6718426612574,1
54,0,50,4308.712474591477,1
26,1,14,2951.4277147657986,0
41,1,67,1131.395541071159,1
52,0,20,1921.1981006869066,0
66,1,140,2250.616805909661,0
52,1,18,2896.331769102634,1
65,0,33,3796.7551287630654,0
53,0,77,494.368088203177,1
35,0,124,4448.260165087831,0
66,1,195,61.54851508037795,0
56,1,116,1850.2616733712762,0
49,1,51,137.10154986328826,1
41,0,26,1964.8711267264562,0
40,0,156,2629.062994366619,1
49,1,155,2558.4069329075587,0
54,1,34,828.1417351413268,0
29,0,135,3228.7025504780613,1
66,0,143,223.8922525233411,1
30,0,105,3809.534100662077,1
40,0,163,4733.222169967731,1
42,1,157,1698.8441357555894,1
52,0,145,2586.1969085716596,0
58,1,1,1894.551390294072,0
47,1,176,33.551951520299774,1
34,1,76,1929.3725144755797,0
66,0,131,3958.6012963067324,0
37,0,89,2979.9442109174092,0
65,0,88,506.2995730757946,1
42,0,93,4235.697448468925,0
39,1,6,2655.426724426214,0
30,0,94,4208.616808723381,0
36,0,107,2901.107593925147,1
66,1,73,2798.4422241896996,0
53,0,38,526.2959259850619,0
29,1,140,836.7986656931398,1
58,1,158,4860.1262824829555,1
36,1,70,1142.4337337738539,0
29,1,190,4887.260589951839,0
26,1,55,2659.563532621317,1
24,1,169,678.9452353196856,1
45,1,188,496.51101376846475,1
31,1,41,1044.3203535286998,1
48,0,183,4628.186650126679,1
69,0,35,2070.751121641134,1
36,0,83,1977.1713399645719,1
64,0,195,1566.03130535087,0
33,1,117,735.3092528329419,1
22,0,6,2439.2559859620324,1
52,1,53,650.2389125556934,0
29,0,128,4177.401181911638,1
42,0,171,1851.9849313765324,1
69,0,119,1874.0178389089817,0
38,1,172,2370.0321424157796,1
53,0,105,2220.638565828758,0
40,1,46,4974.289865296608,0
33,1,122,2726.9056060915127,0
56,0,140,441.00851894935346,0
62,0,118,3034.3867078846497,1
59,0,149,757.9214643493998,0
56,1,117,154.68822365670988,0
31,0,20,4853.7107683862405,1
48,1,136,3867.6944576728197,0
22,1,25,4900.544962068835,0
52,0,8,2389.3922401112122,0
40,0,14,2661.287655744881,0
46,1,9,841.6847795956511,1
60,1,121,1234.537133337928,0
28,1,120,4192.746074514141,1
35,0,124,1780.9282355879707,1
64,1,169,4134.074868982095,0
29,0,71,3545.068621435159,0
26,1,151,885.8546263593275,0
27,1,48,2537.2318305987105,0
61,0,153,3386.936607593584,1
34,1,90,1175.1860740191255,1
55,0,36,4153.442552600384,1
24,0,67,2724.138287725934,0
63,1,49,826.210252213016,1
30,0,151,2914.922130823012,0
57,0,18,4998.569020779571,0
59,1,99,752.6074583170678,0
26,0,59,4083.7846505976404,0
67,0,166,1036.54501593779,0
44,0,88,3911.9416473004367,1
19,1,145,3672.8896156070664,1
22,0,146,1502.446928002162,0
46,1,163,1629.1155878222492,1
54,1,182,3962.606959814596,0
55,0,68,2307.2275594365633,0
36,0,174,3654.090143559044,0
25,0,48,739.9207368291738,1
65,1,107,4262.788909507767,0
62,0,160,3554.4235834115957,0
18,0,118,4534.714044174169,1
39,0,148,661.8618951748623,1
69,0,149,2965.0725018029884,1
34,0,175,2995.602925201626,0
24,1,36,1767.3037027339121,0
42,1,142,2292.332122846289,1
62,0,162,189.90781644926736,0
21,0,198,3729.30019313506,1
53,0,159,2746.61239701587,1
23,0,10,288.70525934586885,0
48,1,137,3403.779464802428,0
36,0,77,2333.9103861559397,1
61,1,76,172.30629712500001,1
56,1,184,4848.038634240477,1
44,0,152,4745.560715447203,1
27,1,1,2564.5120807359876,0
43,1,63,468.362103529551,1
36,1,34,3773.106107992959,1
56,1,6,2459.655500528645,1
20,0,84,1512.2373914468994,0
62,0,145,2457.090887642784,0
30,1,66,2612.2207270273225,1
67,0,41,2813.558495111696,0
45,0,117,2206.1185682766327,0
37,0,124,3028.7765156952833,0
45,0,166,4593.6735530318865,1
25,0,168,1811.3404354929557,1
58,1,23,3628.5823160997456,0
56,0,187,4472.262784121161,1
18,0,45,2279.8963787996845,1
20,0,18,2217.2791819095205,0
30,0,67,3010.5849267738977,0
45,1,101,2957.0337971124404,1
66,1,41,4032.946711631385,0
42,1,31,2382.4169188914634,1
50,1,166,4980.614748197206,1
55,0,108,297.3578443364039,0
23,1,35,15.839242903508687,1
61,0,96,3200.991557798119,1
62,0,163,1492.1745618093835,0
49,0,130,1201.911943497419,0
62,0,72,1559.4954000214022,0
64,0,135,1280.2378255247716,1
38,1,96,153.95024830223923,0
33,1,122,4857.6652119529435,0
38,1,69,1103.7274422639086,0
28,1,168,3670.1488129465315,0
54,0,195,3812.9819734708763,1
53,1,12,4646.286990036147,1
52,0,48,152.74728546689985,0
36,1,59,4360.2416922350385,1
37,0,129,2636.130904199001,0
35,0,187,3162.7205498291396,0
64,1,4,3222.351385605168,1
58,0,171,4098.989024923638,1
66,0,26,1667.0366107955526,0
31,1,159,3665.255949299967,0
32,0,148,2642.8905486109857,1
48,1,7,3966.9700715267386,0
18,1,199,4952.730163850667,1
20,1,49,1003.2550870188062,0
33,0,66,4973.243207799989,0
40,0,43,449.06077141387004,1
28,0,124,11.58773952406933,1
29,1,57,220.8096808891563,1
27,0,2,1708.9120236838085,1
49,1,85,3164.531653392171,1
33,1,69,345.1477044392481,1
25,0,129,28.32907264783635,1
55,1,171,4685.455142293974,0
29,0,1,4109.633179699648,0
41,0,101,4045.915855695155,0
45,0,34,4422.121377509886,1
25,0,97,3500.171363860522,1
45,0,29,522.0206487404072,1
53,1,115,1995.5009403686151,0
43,1,7,3615.7474323231477,1
25,1,149,1401.6723039576045,1
67,0,43,3437.031820681188,0
45,0,185,122.49224133826175,1
45,0,35,1530.686704397966,0
54,1,196,2745.6516813858634,0
58,0,76,3160.449147531211,1
53,1,30,2885.203322309554,1
44,1,46,3488.7813803671474,1
34,0,54,30.44374119919535,0
26,0,105,504.70599988760745,0
50,1,189,4344.721261395725,0
37,0,157,3408.7432204508063,1
30,1,120,564.6582134300565,1
45,0,54,4210.372186992896,1
65,0,143,1211.1560891228346,1
46,1,11,2391.2994209761173,0
30,0,144,725.9825644233015,0
63,1,143,3550.5502821085333,0
52,0,139,3334.2721050713394,0
23,1,135,1055.5623558306809,1
35,1,2,4317.003834285009,1
68,0,143,2006.5301210985608,1
22,1,29,1462.575455353709,0
64,0,22,761.6479473226773,0
42,0,91,1330.8400625776874,1
19,0,114,110.13460611908499,1
27,1,103,2916.287462280578,0
47,1,117,4211.15373171974,1
67,0,4,2744.9022472082092,0
62,0,103,1096.3698096193787,0
22,1,107,168.3458910693636,0
50,0,64,1073.1403662940143,1
18,0,120,2080.6071403554615,1
35,1,29,3798.0571434989824,0
49,0,148,939.2142626888706,1
64,1,83,3598.9572667734305,0
66,0,197,4334.667341759418,0
28,1,149,2269.7342405417853,0
38,0,199,4107.159958212967,0
43,0,31,2773.286740175478,1
42,1,160,3185.4541854045247,0
39,0,15,2631.3923016910135,0
44,1,37,2315.863583756709,1
66,0,141,1173.2672088792467,0
30,1,35,1515.9702973052304,0
50,1,150,1449.8505947180452,1
51,1,113,2816.4446547690736,1
58,1,65,599.7684651194496,1
52,0,104,4583.9584535116755,0
18,0,84,3603.275726415566,1
38,1,1,2007.2281545659682,1
65,1,192,793.1207226318899,0
23,1,74,4409.960848608179,0
45,0,66,4118.890450505826,0
34,0,179,3608.6077635858965,0
22,0,189,1357.7352370562119,0
48,0,150,2012.2331871683446,1
22,1,153,513.7412622621168,1
55,1,195,945.1976236376586,1
20,1,54,3915.0831865836644,0
40,0,5,3575.193594253419,0
54,0,162,2967.4288148796736,0
54,0,149,4478.633629630865,1
27,1,170,2916.332589065227,1
27,1,142,2334.8399998180535,0
36,0,85,1701.8537315288136,1
34,1,59,4702.242528680863,0
38,0,100,413.5773076217675,1
31,0,11,4654.436860304042,1
26,1,48,4133.573299655091,1
63,0,41,649.6496226785065,0
18,1,165,2824.9217883762676,1
68,0,81,4332.739908745434,1
62,1,172,2859.0458180357687,0
30,1,34,4535.999107803112,1
21,1,157,4714.919084080212,0
18,0,157,2111.9226109215297,0
