Age,Gender,TotalCalls,TotalUsage,Churn
25,1,7,2501.1703915747657,0
24,1,46,1838.0792753457104,0
20,0,194,631.0494174592424,0
34,0,115,850.2546249796972,0
50,0,30,1599.2049098178256,0
65,0,95,4095.699096238879,0
29,0,68,760.4354262942892,0
68,0,60,2478.5699230508417,1
39,0,180,2674.7861894753287,1
39,0,0,487.42714359279404,1
63,1,19,2754.636262739064,1
47,1,193,2561.096681756859,1
55,1,124,3456.3591778731075,1
55,1,135,3990.497616777564,0
62,1,189,4188.919799279644,0
68,1,178,2592.032942570197,1
25,0,103,2796.4446383239565,1
44,0,39,3172.037621208019,1
44,1,61,4863.783394353508,1
51,1,88,367.5193983706809,0
38,1,16,2778.4806407594997,0
47,1,28,141.96336653548192,0
50,0,35,3653.1662306507505,0
45,0,8,3966.3685792637325,0
64,1,128,96.34382276738407,1
50,1,45,4196.223758296578,1
22,1,38,2009.785710444272,1
65,1,195,1479.3787911319723,1
36,1,88,631.8225321031501,1
21,1,91,540.7753663690612,0
52,0,176,1739.1799499218153,0
66,1,71,1979.6811890545462,1
34,1,112,4926.616951973949,1
61,0,5,4629.638757146211,0
45,0,113,4724.143829918632,1
47,0,40,1613.047823160108,0
46,0,173,1091.1508620325505,0
63,0,172,539.9354269590783,0
23,0,197,2080.3897113723406,0
52,1,113,1764.3947715362385,1
58,1,8,1551.2999699910124,1
54,0,187,338.3437693039609,1
41,1,39,1857.7850972851672,1
46,1,68,4208.242862516512,1
66,0,154,3169.0569582182648,1
63,0,167,4314.33808646689,0
48,1,0,286.9641100147729,1
52,1,62,1254.1048372917312,0
50,0,119,1310.10811456998,0
69,0,175,2738.4612430862358,0
38,1,35,4759.726183116811,1
49,1,115,4883.019713178975,0
40,1,173,4435.378496288729,1
50,0,0,2144.615874186207,0
20,1,194,4269.385216806622,0
35,0,87,4441.088076245062,1
42,1,88,2934.0329206286006,1
59,1,102,1748.8970803956277,0
48,1,96,2326.430673172197,0
20,1,87,2747.9440925297445,1
57,1,89,3029.9180960880435,1
63,1,124,1219.4746958247122,1
41,0,130,882.8589703021911,0
67,1,126,2741.0654027702767,0
49,1,19,1761.3491970364191,0
64,0,55,3780.618632634496,1
39,0,109,2201.704651139859,0
40,0,104,1185.7188131884234,0
19,1,147,1891.91269167508,1
44,1,186,3758.957130939244,1
59,1,7,119.34574720456337,0
19,1,187,3684.049922721012,0
43,1,19,1081.144290498266,0
34,0,99,2864.0779804585477,0
57,1,138,1839.1788123078234,1
50,0,109,3211.5197795634067,0
26,1,12,461.02719241750634,0
60,1,69,100.0822145605662,1
65,0,1,3714.055691674199,1
56,1,104,2259.1781412549353,0
46,0,103,2179.2060968092087,1
59,1,110,1089.4618489590168,1
43,0,149,4041.824951174375,1
52,1,45,1328.1736720237132,1
67,0,24,3977.7793169162856,0
42,0,163,1257.8234426155143,1
41,1,45,1962.648865883324,0
30,1,125,344.69255986501025,0
24,1,119,2377.443101986399,0
53,1,98,3620.6303847704935,0
62,1,88,2898.2310421916695,1
37,1,139,3713.0157045445544,1
18,0,84,2800.739958447693,1
25,0,133,4471.13148104248,1
63,1,93,4927.281736013354,0
33,0,21,3739.830329423588,0
31,0,84,2248.144015005748,0
29,0,10,2376.1877948445926,1
68,1,78,3232.5184527714555,0
40,0,141,1046.6040120500231,1
32,0,152,1578.5643342209116,1
45,1,7,2135.253997956856,0
51,1,120,878.4548863188279,1
19,1,61,206.88267425268302,0
49,0,64,2754.7399935285634,0
40,1,194,2290.4587226444046,0
39,1,175,4149.058481758271,0
68,1,81,2971.2166604812373,0
42,1,22,4041.076182880535,0
39,0,117,1789.725119857738,1
39,0,65,3222.008900429986,0
66,1,55,2872.0062374169825,0
69,0,197,4249.753042206628,0
59,0,83,3246.275407333667,0
23,1,197,158.4390267999547,0
32,1,132,2767.7628624739486,0
60,1,80,3223.660857583729,0
54,0,75,3589.7753615436955,0
50,0,95,3395.038319789123,1
25,0,4,4682.270213502364,1
61,1,7,2237.286787353039,0
61,0,14,140.23009483393412,0
22,0,77,301.8956894768937,0
56,0,118,1208.0940653719967,1
21,1,175,152.32492084213456,1
23,1,151,1222.8124317338702,1
62,0,43,437.4314873543367,0
49,0,101,1097.0273249324907,0
69,1,179,529.1202640963993,0
47,0,89,314.42404534273163,0
64,1,90,303.1618181666368,0
52,0,64,2327.5301431247804,1
57,0,9,1295.7600878507662,0
69,0,80,4899.028357331203,0
33,0,8,431.14431443926514,0
30,0,70,422.1642644375251,1
67,1,59,3529.043088680216,0
59,0,96,1829.702574044652,1
47,1,159,349.95410904667625,0
36,1,177,3235.3674176326663,1
34,1,90,3021.418355141085,0
36,0,20,2798.7926828520094,0
45,0,21,2614.5639245661755,0
43,1,63,2501.623248664268,0
54,1,150,3322.123581389958,0
43,1,61,1657.193695140074,1
40,1,22,2351.3752961508912,0
26,1,4,1875.1717258147976,0
29,1,126,1831.3227296047135,0
18,1,127,1903.5220527198449,0
18,1,76,57.94915063078776,0
64,1,199,270.07253198065126,0
51,1,68,2209.8806407369775,0
49,0,158,185.05079980645434,1
65,1,11,4682.467795519891,0
42,0,139,4529.970332907921,1
57,1,44,2343.7237941612148,0
62,1,125,1305.4605873979447,0
18,0,87,4037.382652054619,0
33,0,111,3491.4501684684624,0
56,1,154,4305.684757815244,1
22,1,83,4403.502150959269,1
39,1,99,2862.626465676049,1
46,1,152,4588.249325995719,0
20,0,27,3177.7155232406967,0
29,0,22,1116.3782361926444,0
43,1,89,1309.3917692403961,0
33,1,192,1842.5524047987335,1
68,1,159,4456.389499900862,1
54,1,154,4946.415028972273,0
39,0,147,2627.979195855939,0
46,1,155,304.1978584099558,0
31,1,53,77.94277480527523,1
45,0,0,4402.617274345035,0
22,1,117,1222.0739058480328,0
64,1,109,4624.895629692508,0
66,1,108,210.04112198420688,1
47,0,19,287.70670045883685,0
63,0,105,3241.9398754086037,0
69,1,118,3594.4831019227845,1
22,0,115,1236.5254977344125,0
29,1,123,3674.5023554541913,1
33,0,40,996.0955513167607,0
43,1,71,1072.0868198653827,1
43,1,98,1669.4625026708227,0
65,1,12,9.365221540201807,1
38,1,105,1821.593281224344,1
56,1,171,3128.8430649323864,1
53,1,99,4971.311461446486,1
50,0,114,2211.2782799265433,1
47,0,164,697.0832243307085,0
54,1,187,4538.107183066432,1
40,0,8,3334.5073484878585,1
27,0,117,2949.0800621843396,1
22,1,102,433.7704775239454,0
53,0,190,516.0484567965979,1
51,0,73,4736.782411163391,0
69,1,181,3395.5904547911055,0
48,0,49,4205.571173161375,0
27,0,31,396.0807389027249,0
36,0,189,4748.788920285412,1
49,0,11,3022.222089721859,1
18,0,40,3535.9088707297874,0
22,1,43,2140.491221322608,1
62,0,124,344.2134522000573,0
21,1,49,3536.08097061094,1
33,1,83,2829.0152626370086,0
41,1,59,1013.5513408288894,1
33,0,18,2062.044790054106,0
19,1,179,3975.69570639667,1
66,0,19,3697.858112707505,1
45,1,128,4451.385725350278,1
49,0,157,1113.309833386138,1
44,0,70,2956.4367589501044,0
37,1,149,4983.5643270213,1
41,0,175,2250.466056293134,1
29,1,74,558.3167462477772,1
67,1,190,2076.4082995043477,1
52,1,68,4424.3192305693565,1
50,1,129,2068.100987694689,1
50,1,163,1935.6333657346004,0
68,1,158,88.34166317643499,1
60,1,13,2672.1137613657643,0
54,0,168,4979.324372810137,1
29,1,110,1165.1586272777959,1
20,1,72,3789.574555074055,1
18,1,117,766.7269579223652,1
50,1,188,1807.2274347699597,0
57,1,187,2915.0775606912107,1
27,0,12,1094.5238434576688,1
60,1,131,1797.510801579749,0
61,0,121,4433.138102243883,1
46,1,21,398.02871397888515,1
30,1,116,4425.495620929626,1
29,0,190,1412.8102983241324,1
48,0,180,481.1918416089694,1
63,1,103,2409.0957561180985,0
19,1,91,1371.189862754555,0
68,0,80,4840.243819209086,1
67,1,73,1275.6693648154726,0
52,0,147,4349.249956203435,0
40,1,126,4851.558407302901,0
34,0,145,1822.4584674245182,1
43,1,72,1845.0320234846113,0
25,1,38,4418.3804474961,1
46,0,86,2373.739452931266,1
43,0,191,3533.2537767081685,1
27,1,121,2318.5376206161854,1
43,0,149,1961.6683885137597,0
51,1,156,4648.688978949083,1
68,0,64,2203.574684668832,0
58,0,21,2805.9897452290747,1
24,1,88,3822.140101575648,0
21,0,77,3366.431276795828,0
67,1,3,4813.974787095351,0
62,1,103,3700.277453786327,0
28,0,6,3825.572020256543,0
46,1,19,1988.6341400431834,1
53,0,199,2072.633202531239,1
42,1,72,402.41334938375786,0
38,0,165,3661.6308016396893,0
53,0,69,165.316161673007,0
27,0,158,722.6378539663358,1
54,1,50,4013.1984424283246,0
26,0,133,939.6329377895657,1
41,0,150,1097.5599182539736,1
52,1,110,4248.535526570945,1
66,0,57,1929.936135676935,0
52,1,150,2231.719846635438,0
65,0,54,2697.5275175235934,0
53,1,142,1119.133806167098,0
35,0,96,3804.4807890832512,0
66,1,134,3448.5867988211303,0
56,0,32,3704.736402178405,0
49,0,188,1466.6037707042517,1
41,0,163,855.9423677836858,0
40,0,144,4433.30527230583,1
49,0,68,1756.6964292386806,0
54,1,126,389.60462435080336,0
29,1,120,2595.478721371817,0
66,1,172,4209.611174718869,0
30,0,173,1423.7980535096594,0
40,1,67,285.00704594929596,1
42,1,121,4461.53996172325,1
52,1,188,1553.9364389056682,1
58,0,136,3090.2327068909008,0
47,1,90,887.5833497573543,0
34,1,186,2794.1949286624413,0
66,1,35,2301.039668052259,1
37,0,1,4866.486357392262,1
65,0,138,910.1035451145912,0
42,1,151,3132.890818021311,1
39,1,182,4123.017741989039,1
30,1,28,552.5481077464434,0
36,0,78,2959.1565267162973,0
66,0,102,3429.2200356613494,0
53,0,117,4044.1500174158923,0
29,1,2,2534.5526757244156,0
58,0,17,2264.98653145422,1
36,0,108,3474.950620841287,0
29,0,101,4527.710812591338,1
26,1,20,1937.0200046006187,0
24,0,43,2205.4327209080184,1
45,1,161,1525.1969555475741,0
31,1,41,3198.295441552452,1
48,0,66,460.22583003022197,1
69,0,55,1576.5058123850472,0
36,1,135,1382.1513297385852,0
64,1,59,2861.713755108811,1
33,0,185,2842.7851521806633,1
22,0,98,2020.9391273570143,1
52,1,2,2924.0359392153177,1
29,0,103,766.4144840687298,1
42,1,140,759.4809935141373,1
69,1,170,2806.1462500571092,0
38,1,47,3488.405182757186,1
53,0,136,2957.060541802447,0
40,0,108,1273.9284733021693,1
33,1,76,495.5248255897865,1
56,1,195,4632.193127370274,0
62,0,173,2210.2236758532094,1
59,1,50,436.5858987645388,1
56,1,29,3667.3720078889323,0
31,1,114,106.30620363840882,0
48,1,181,3583.889395306586,0
22,0,193,465.34774076367137,1
52,1,103,3542.0286185446976,0
40,0,165,4495.591141771072,0
46,0,172,2718.569763537877,1
60,1,69,214.85376154298407,0
28,1,37,2103.7692168234757,1
35,0,56,708.1169557770745,0
64,0,54,2004.8931345871868,1
29,1,144,2369.7021879697854,1
26,1,132,437.3717924761739,0
27,1,139,2972.598600870866,1
61,1,33,264.96639455172556,1
34,0,188,3707.0862911987956,1
55,0,2,3353.828836289107,0
24,0,105,1700.3696529393735,0
63,1,74,374.3861267379117,1
30,0,50,4040.01034117082,1
57,0,17,3548.5800612229614,1
59,1,112,1770.0504724141786,0
26,0,21,1484.6517412935607,1
67,0,131,2066.174397452983,1
44,1,186,4835.519505147947,1
19,0,22,1823.3456387415997,0
22,0,28,1041.5615371530896,1
46,1,174,3835.1684470484292,0
54,1,52,3526.666684773705,1
55,0,70,782.5308141327231,1
36,1,106,4092.3223102582065,1
25,1,181,2948.8991693518215,1
65,0,15,1499.877046385193,0
62,0,168,1740.9942003650215,0
18,0,103,4020.540170445102,0
39,1,58,1625.9319603199701,0
69,0,42,3450.1113180684797,0
34,1,183,76.05025696331813,0
24,1,172,1397.0162156058664,1
42,1,152,1269.0256778759563,1
62,1,153,4370.369572691559,0
21,0,191,4777.617914784368,1
53,0,164,4394.974698190459,1
23,1,14,1168.1642268051507,0
48,1,159,1531.0645959814294,0
36,1,185,4027.170827120233,0
61,1,187,81.64378088216128,0
56,1,135,4863.0319483248795,0
44,0,52,4247.367012960669,0
27,0,69,329.18334052480736,1
43,1,118,1975.0832132864493,1
36,0,44,3410.9519588045328,0
56,1,135,397.20806612257576,0
20,0,63,3377.5199420781023,0
62,0,130,3366.8712475111615,1
30,1,85,2770.096953481834,0
67,0,63,1966.8279449450076,0
45,0,52,560.5099525144153,0
37,1,37,917.4233166612484,1
45,0,54,4074.7831323149912,0
25,1,181,4482.050285242,0
58,1,35,3054.2197660831407,1
56,1,170,1219.8166908642638,0
18,0,31,2656.0350771149056,1
20,1,88,1040.7582888778932,0
30,1,91,1715.1959885308477,1
45,1,187,3136.93287512553,1
66,1,93,1741.1805395493407,0
42,1,93,4787.263959073195,1
50,0,69,4831.512625390635,0
55,1,105,875.9158407051821,1
23,1,19,2195.9300292006396,0
61,0,25,3237.3993127911754,1
62,0,98,3869.2357881493767,0
49,1,18,2759.2707820017195,1
62,1,145,1348.1103267820865,0
64,0,111,4847.019130186024,0
38,1,29,3393.9287548195516,1
33,0,82,1039.3136787174285,1
38,0,35,3597.8695928416787,1
28,1,41,3412.438371203925,1
54,0,23,555.3050747948446,1
53,1,90,1876.7399755906538,0
52,0,32,4933.730727962906,1
36,1,197,3109.8038732237255,1
37,0,33,4549.4310868885905,0
35,0,190,2341.256698747785,0
64,0,177,2190.5506245470506,1
58,0,8,1537.5765218798103,1
66,0,91,2539.4722008927683,1
31,0,34,631.2378686017928,1
32,0,106,3031.847377261191,0
48,0,33,4145.496753353991,0
18,0,80,3540.9742873033724,0
20,0,159,1961.3825179991106,1
33,0,165,2702.724563113444,0
40,0,182,3791.1042690327467,0
28,1,88,901.6864970362648,0
29,1,113,1126.3609305551659,1
27,0,44,4895.981615735442,1
49,0,129,113.83957538540712,0
33,1,192,174.01202506507286,0
25,0,182,3397.1178650032357,1
55,0,114,2265.3717904997534,1
29,0,167,871.0162291802775,1
41,1,169,72.46597393672893,1
45,0,3,4039.2569090744514,0
25,1,195,4880.750251040914,0
45,0,78,3370.3164882403935,0
53,1,87,4106.847479946087,1
43,1,171,1124.949625276116,0
25,0,162,4785.239281337476,1
67,1,132,2524.2995149971835,1
45,1,11,1071.551930440065,0
45,0,157,2781.476269521238,1
54,1,128,1016.2498506131773,1
58,0,84,4653.395514696389,0
53,0,89,2331.441047807204,1
44,1,60,1225.7886062053408,1
34,1,154,2973.661263332303,1
26,1,68,1349.33303815309,0
50,1,129,4544.284881853404,1
37,0,130,1967.6236261060553,1
30,0,142,730.2779358476636,0
45,0,125,4432.421539975762,1
65,1,129,1801.4393460798312,1
46,1,132,3221.7566703841303,1
30,1,48,4275.085297170531,1
63,1,173,2516.5952751308973,0
52,0,52,4635.68868515395,1
23,1,170,3758.7923426206053,0
35,0,167,1887.6039995327392,0
68,0,43,620.7051688275922,0
22,1,148,4220.001783909827,1
64,1,95,3311.7072523616903,0
42,0,29,3527.042083229304,1
19,1,3,854.0311843216025,0
27,1,188,186.72666665564662,1
47,1,167,1200.0157633201375,0
67,1,160,4911.998131416489,0
62,0,36,2352.552003662477,0
22,1,71,3329.7330815520636,1
50,0,7,638.232669401772,1
18,0,121,3320.1967928611225,1
35,1,105,4369.45570817911,1
49,1,159,3312.410463971436,0
64,1,126,1712.3939741207034,0
66,1,105,1511.3035300605832,0
28,1,152,476.98462910951923,1
38,0,6,4820.584228821392,1
43,1,144,1403.7655121413156,0
42,0,117,131.88236404367672,0
39,1,38,4895.317777915013,1
44,0,100,4410.001140418151,1
66,0,193,3975.7403035132756,1
30,0,155,2109.355005938198,1
50,0,143,2770.0183166046854,1
51,0,95,4139.567856818949,0
58,1,163,3657.155173002922,1
52,1,115,289.6999846011478,1
18,1,44,3535.255142147808,1
38,1,114,2851.990619583395,1
65,0,28,879.1292669483536,1
23,0,198,2778.249108191537,1
45,1,28,2900.7268165351147,0
34,1,146,508.3286834045247,1
22,1,57,2708.738839551035,0
48,1,87,394.7691901957884,0
22,0,195,390.0919633227645,1
55,1,142,3384.09296563037,1
20,0,84,4231.821409174048,0
40,1,149,2192.502443475078,0
54,1,52,2064.849041477508,1
54,0,22,2303.207572892015,1
27,0,81,2901.092565405246,1
27,1,63,4568.715940406466,0
36,0,110,2108.152198698194,0
34,1,52,4445.59199507547,0
38,0,168,341.91335624511265,1
31,0,107,194.48575110774357,0
26,0,198,2218.626670849583,1
63,0,172,3342.29437636926,1
18,0,45,4086.6096704757506,1
68,0,106,821.932207075275,0
62,0,9,3264.929836928529,1
30,0,126,4233.657584883951,0
21,1,157,2502.2993997732888,1
18,1,69,228.26115456090312,1
